         x         y           v           s          Vx          Vy
     0.225     0.125  -0.0039449    3.96e-05  0.00059377  0.00028898
     0.225      0.15  -0.0035888  5.5646e-05  0.00068543  0.00039656
     0.225     0.175  -0.0032249  7.3871e-05  0.00076819  0.00051607
     0.225       0.2  -0.0028491  9.4056e-05  0.00084225  0.00064609
     0.225     0.225  -0.0024552  0.00011598  0.00090772  0.00078528
     0.225      0.25  -0.0020346  0.00013944  0.00096455  0.00093229
     0.225     0.275  -0.0015769  0.00016421   0.0010124   0.0010857
     0.225       0.3  -0.0010695  0.00019006   0.0010508   0.0012441
     0.225     0.325 -0.00049815  0.00021675   0.0010788   0.0014056
     0.225      0.35  0.00015317    0.000244    0.001095   0.0015685
     0.225     0.375  0.00090205   0.0002715   0.0010978   0.0017304
     0.225       0.4   0.0017677  0.00029889    0.001085    0.001889
     0.225     0.425   0.0027707  0.00032575   0.0010539   0.0020412
     0.225      0.45   0.0039332  0.00035159   0.0010012   0.0021837
     0.225     0.475   0.0052785  0.00037582  0.00092318   0.0023123
     0.225       0.5   0.0068301  0.00039775  0.00081522   0.0024226
    0.2375     0.025  -0.0057847  1.9409e-06  0.00014996  1.5245e-05
    0.2375      0.05  -0.0053569  7.4982e-06   0.0002893  5.5468e-05
    0.2375     0.075  -0.0049268  1.6406e-05  0.00041804  0.00011652
    0.2375       0.1  -0.0044944    2.84e-05  0.00053627  0.00019525
    0.2375     0.125  -0.0040593   4.322e-05  0.00064422  0.00028924
    0.2375      0.15  -0.0036198  6.0611e-05  0.00074219  0.00039656
    0.2375     0.175  -0.0031725  8.0329e-05  0.00083051  0.00051557
    0.2375       0.2  -0.0027122  0.00010214  0.00090943  0.00064484
    0.2375     0.225  -0.0022316   0.0001258  0.00097908  0.00078301
    0.2375      0.25  -0.0017215  0.00015109   0.0010394  0.00092875
    0.2375     0.275  -0.0011709  0.00017777   0.0010901   0.0010806
    0.2375       0.3 -0.00056691  0.00020559   0.0011304   0.0012372
    0.2375     0.325  0.00010493  0.00023429   0.0011594   0.0013967
    0.2375      0.35  0.00086068  0.00026356   0.0011757   0.0015572
    0.2375     0.375   0.0017179  0.00029308   0.0011774   0.0017167
    0.2375       0.4   0.0026956  0.00032243   0.0011621   0.0018725
    0.2375     0.425    0.003814  0.00035118   0.0011269   0.0020218
    0.2375      0.45   0.0050948  0.00037878   0.0010683   0.0021611
    0.2375     0.475   0.0065607   0.0004046  0.00098212   0.0022866
