         x         y           v           s          Vx          Vy
      0.14      0.11     0.17296 -0.00057177   -0.011471  -0.0085248
      0.14      0.12     0.18057  -0.0006926   -0.012697   -0.010104
      0.14      0.13     0.18806  -0.0008257   -0.013923   -0.011814
      0.14      0.14     0.19546 -0.00097106   -0.015145   -0.013656
      0.14      0.15     0.20281  -0.0011286   -0.016361   -0.015628
      0.14      0.16     0.21013  -0.0012983   -0.017567   -0.017729
      0.14      0.17     0.21745  -0.0014799   -0.018762   -0.019958
      0.14      0.18     0.22478  -0.0016735   -0.019943   -0.022315
      0.14      0.19     0.23214  -0.0018788   -0.021108   -0.024798
      0.14       0.2     0.23954  -0.0020957   -0.022257   -0.027406
      0.14      0.21     0.24698  -0.0023239   -0.023387   -0.030136
      0.14      0.22     0.25446  -0.0025634   -0.024497   -0.032987
      0.14      0.23       0.262  -0.0028139   -0.025585   -0.035957
      0.14      0.24     0.26958  -0.0030751   -0.026649   -0.039043
      0.14      0.25     0.27714  -0.0033469   -0.027689   -0.042244
      0.15      0.01    0.090331 -3.8555e-06 -0.00083435 -8.4368e-05
      0.15      0.02     0.10252 -1.6687e-05  -0.0017849 -0.00032845
      0.15      0.03     0.11378 -3.9553e-05  -0.0028321 -0.00072542
      0.15      0.04     0.12421  -7.333e-05  -0.0039588  -0.0012702
      0.15      0.05     0.13391 -0.00011873  -0.0051497   -0.001959
      0.15      0.06     0.14298 -0.00017632  -0.0063915  -0.0027891
      0.15      0.07      0.1515 -0.00024656   -0.007673  -0.0037586
      0.15      0.08     0.15956 -0.00032978  -0.0089843   -0.004866
      0.15      0.09     0.16723 -0.00042625   -0.010317  -0.0061102
      0.15       0.1     0.17457 -0.00053613   -0.011664  -0.0074903
      0.15      0.11     0.18163 -0.00065953    -0.01302  -0.0090057
      0.15      0.12     0.18848 -0.00079653    -0.01438   -0.010656
      0.15      0.13     0.19515 -0.00094713   -0.015738   -0.012439
      0.15      0.14     0.20168  -0.0011113   -0.017092   -0.014356
      0.15      0.15     0.20809   -0.001289   -0.018439   -0.016405
      0.15      0.16     0.21442  -0.0014801   -0.019775   -0.018586
      0.15      0.17     0.22068  -0.0016845   -0.021098   -0.020897
      0.15      0.18     0.22689   -0.001902   -0.022407   -0.023336
      0.15      0.19     0.23306  -0.0021326   -0.023699   -0.025904
      0.15       0.2     0.23921   -0.002376   -0.024972   -0.028598
      0.15      0.21     0.24533   -0.002632   -0.026225   -0.031416
      0.15      0.22     0.25144  -0.0029005   -0.027456   -0.034357
      0.15      0.23     0.25753  -0.0031812   -0.028662   -0.037419
      0.15      0.24     0.26361  -0.0034738   -0.029844   -0.040599
      0.15      0.25      0.2696   -0.003778   -0.030997   -0.043895
      0.16      0.01     0.10675 -4.7277e-06   -0.001004 -8.9748e-05
      0.16      0.02     0.11802  -2.008e-05  -0.0021157 -0.00034892
      0.16      0.03     0.12844 -4.7041e-05  -0.0033175 -0.00076961
      0.16      0.04      0.1381 -8.6431e-05  -0.0045938  -0.0013457
      0.16      0.05     0.14707 -0.00013892  -0.0059306  -0.0020723
      0.16      0.06     0.15543 -0.00020504  -0.0073155   -0.002946
      0.16      0.07     0.16326 -0.00028523  -0.0087379  -0.0039638
      0.16      0.08     0.17062  -0.0003798   -0.010189  -0.0051236
      0.16      0.09     0.17758   -0.000489    -0.01166  -0.0064237
      0.16       0.1     0.18418 -0.00061299   -0.013144  -0.0078628
      0.16      0.11     0.19049 -0.00075188   -0.014636  -0.0094397
      0.16      0.12     0.19653 -0.00090571   -0.016131   -0.011153
      0.16      0.13     0.20236  -0.0010745   -0.017624   -0.013003
      0.16      0.14       0.208  -0.0012582   -0.019111   -0.014987
      0.16      0.15     0.21347  -0.0014567    -0.02059   -0.017105
      0.16      0.16     0.21881    -0.00167   -0.022058   -0.019356
      0.16      0.17     0.22403  -0.0018979   -0.023512   -0.021739
      0.16      0.18     0.22914  -0.0021402    -0.02495   -0.024252
